배정번호,건조로 온도 1 Zone_min,건조로 온도 1 Zone_max,건조로 온도 1 Zone_mean,건조로 온도 1 Zone_std,건조로 온도 2 Zone_min,건조로 온도 2 Zone_max,건조로 온도 2 Zone_mean,건조로 온도 2 Zone_std,세정기_min,세정기_max,세정기_mean,세정기_std,소입로 CP 값_min,소입로 CP 값_max,소입로 CP 값_mean,소입로 CP 값_std,소입로 온도 1 Zone_min,소입로 온도 1 Zone_max,소입로 온도 1 Zone_mean,소입로 온도 1 Zone_std,소입로 온도 2 Zone_min,소입로 온도 2 Zone_max,소입로 온도 2 Zone_mean,소입로 온도 2 Zone_std,소입로 온도 3 Zone_min,소입로 온도 3 Zone_max,소입로 온도 3 Zone_mean,소입로 온도 3 Zone_std,소입로 온도 4 Zone_min,소입로 온도 4 Zone_max,소입로 온도 4 Zone_mean,소입로 온도 4 Zone_std,솔트 컨베이어 온도 1 Zone_min,솔트 컨베이어 온도 1 Zone_max,솔트 컨베이어 온도 1 Zone_mean,솔트 컨베이어 온도 1 Zone_std,솔트 컨베이어 온도 2 Zone_min,솔트 컨베이어 온도 2 Zone_max,솔트 컨베이어 온도 2 Zone_mean,솔트 컨베이어 온도 2 Zone_std,솔트조 온도 1 Zone_min,솔트조 온도 1 Zone_max,솔트조 온도 1 Zone_mean,솔트조 온도 1 Zone_std,솔트조 온도 2 Zone_min,솔트조 온도 2 Zone_max,솔트조 온도 2 Zone_mean,솔트조 온도 2 Zone_std,양품수량,불량수량,총수량,불량률,불량단계,불량숫자단계,공정상태
106027,98.2288,101.661,99.99925810746174,0.3178367509834883,98.4265,101.317,100.01954457642431,0.21190820797697033,64.7783,67.5939,66.56087637117348,0.582533881359545,0.416441,0.502486,0.45002312790193005,0.003567255474908279,851.189,870.222,859.6157595594293,1.8268315190474171,859.001,861.0805,859.9968143650519,0.33676067022074296,858.997,860.662,859.9957800334813,0.24253996100183411,858.822,861.69,859.9965085572297,0.299133478478003,268.945,296.419,282.96792024075256,9.352528819622599,269.11,290.573,279.85770752285293,6.475871323875565,331.737,332.457,332.1446215056335,0.09246339547440849,332.072,332.749,332.52879398867896,0.0990620981934451,90088,9,90097,0.01,안정,1,1
106293,98.3456,101.45,100.00661524601524,0.38783848166553736,98.6647,101.195,99.99268008156086,0.2814030977818311,64.5949,67.5821,66.22099477162502,0.7549558741045619,0.434564,0.463185,0.45001187126259123,0.002590016594070816,851.964,871.419,859.5488887971006,2.4720045644503177,859.103,861.159,860.0043956401237,0.3288327180919609,859.254,860.995,859.9903709084124,0.22581480670281576,858.31,862.125,860.0013804029206,0.4020504732577538,267.289,295.687,283.12044800938014,9.426412534088398,269.46,288.711,279.1107769989339,6.065248267228488,331.893,332.493,332.18288738474655,0.09932218678809107,332.117,332.64,332.40729813432836,0.10740965804455785,44825,1,44826,0.002,안정,1,1
107402,98.2454,101.912,100.00663583527299,0.3387775833582028,98.5351,101.401,100.01057410753981,0.25229231423160686,64.3341,67.441,66.043070870274,0.6472308895244446,0.422714,0.466862,0.449920078458038,0.003176517454890136,851.348,871.3565000000001,859.6155036090697,1.9739776418246626,858.875,861.116,860.0029084632284,0.3813117808502729,859.174,860.939,860.0138013346933,0.25887212180568026,857.992,861.857,860.0031571294068,0.3356133787001993,268.689,296.198,282.88443565133247,9.418293364941736,268.619,290.108,279.1441208677686,6.665662912307547,331.822,332.591,332.1949029579454,0.09670706025654066,332.107,332.683,332.44899571096056,0.06888625316416232,89726,5,89731,0.006,안정,1,1
108503,98.0614,101.756,99.99722162764219,0.397989272006272,98.6671,101.384,99.9958707068957,0.2645025109520902,66.7017,69.4206,68.02967381689025,0.6865841002087738,0.432447,0.465954,0.4501316240037622,0.0027139045857077215,850.987,871.051,859.5848450943023,2.060538859385508,858.948,862.046,860.0112440225732,0.3740612596377789,859.143,860.689,860.0013198851541,0.2597498061177709,858.746,861.754,859.9984484307708,0.29924396295548067,268.828,296.683,283.04209868323346,9.453826818495786,268.784,290.001,279.3398174595317,6.292982487225137,331.87,332.458,332.18645069551013,0.08713965609842457,332.07,332.671,332.4037922008811,0.10177333889032973,89616,1,89617,0.001,안정,1,1
113479,97.8418,101.721,100.00630387401173,0.44009438737264095,98.5573,101.399,99.99541128283602,0.32177631435994636,64.4353,66.0398,65.28767684264218,0.3255826225498122,0.441181,0.465428,0.45014120412118735,0.0026642772635678165,847.969,872.573,859.2828153532262,2.8923264284427592,857.319,861.828,860.0013306550353,0.5029624628632543,858.664,861.074,859.9941765275936,0.32931202904429785,858.611,861.668,859.9957296235846,0.3412917851609436,268.628,296.006,282.94387673433994,9.41209065805622,268.306,289.356,279.24014985715746,6.197131524004653,331.645,332.276,331.9917598694277,0.10469652649866706,331.879,332.352,332.1917149270483,0.08107653857670619,44241,23,44264,0.052,위험,0,1
113977,97.5848,101.893,100.00109767863249,0.4932061045220423,98.4737,101.357,99.99718568986735,0.36579919665364835,64.0048,65.5933,64.86262277295413,0.3791697959890168,0.435968,0.469627,0.4504157989904514,0.003574127226096742,847.214,867.383,859.0516569338074,2.7443210826171613,857.913,861.672,859.9931799193218,0.46652452419800733,858.906,860.901,860.0057607506665,0.3198208568660441,858.913,861.448,860.0115972716084,0.3227851633870937,268.409,295.982,282.4055594871795,9.45291712096962,270.215,287.661,279.45186667350333,5.818676720531353,331.597,332.242,331.96931513639163,0.10100907746135111,331.801,332.38,332.12506283331055,0.10694239083579066,29972,16,29988,0.053,위험,0,1
114449,97.9698,101.895,99.97851972883713,0.7060916862803558,98.5375,101.378,100.00492631258692,0.5316051221665817,64.8863,66.617,65.68124368155745,0.46443054816852253,0.437234,0.463179,0.45045214470710937,0.0036713241576266185,848.61,871.063,858.9102592141863,4.0843356082274545,857.599,862.093,860.0140432023643,0.6945922888650863,858.684,860.929,860.0229666203061,0.4154370449147788,858.883,861.499,860.0098559631432,0.4789792189053328,269.005,296.607,282.64309890491916,9.487190469219989,270.432,288.623,278.56221914116827,6.186465380351048,331.698,332.133,331.93549973922114,0.08286939374506752,331.933,332.281,332.1140898661568,0.05877783946553928,11773,6,11779,0.051,위험,0,1
114453,98.7529,101.645,100.0126735170761,0.3572155568829384,99.2216,101.31,100.0224659676453,0.23421308880796707,64.3929,66.7217,65.84264931098186,0.4088378449964299,0.435235,0.479184,0.4502299630027211,0.003294235893689044,852.168,871.551,859.567333275083,2.1549693446899414,858.878,861.775,859.9949523928401,0.32714799912146636,859.16,860.613,859.999796909327,0.19383243048103865,858.892,861.62,859.9964424694809,0.2857481745170601,268.567,296.756,282.9193843743759,9.512083705509854,269.223,289.512,279.4618378935018,6.125629276886579,331.533,332.319,331.96245586289535,0.08802102699053785,331.703,332.438,332.1957691040268,0.1015221784011135,89618,38,89656,0.042,위험,0,1
114838,97.6224,102.269,99.99413698326249,0.4604726924791548,98.2965,101.563,99.99308605871414,0.3701852477486704,63.1405,66.474,65.15502089266737,0.7798104184426994,0.410689,0.469162,0.4494009953639745,0.005135409716072987,850.597,871.029,859.6877682252923,2.354420574772924,858.218,861.431,860.0082022051009,0.329969705402009,859.328,860.652,859.9963575451646,0.20276883631170037,858.158,861.868,860.0019833687567,0.37456853803174844,268.533,296.138,282.9341833156217,9.3729120657447,268.939,289.352,279.10320833444035,6.163525369585386,331.445,332.393,331.9143710812965,0.13266140217893224,331.427,332.664,332.1087692481403,0.2355749140847314,74537,46,74583,0.062,위험,0,1
116198,97.8979,102.026,99.99790315407472,0.48037130636841846,98.6351,101.348,100.00676380729699,0.338426199280442,65.7342,67.3261,66.55855485309165,0.3534226894815513,0.427852,0.464599,0.45009209552340596,0.0033130879701316947,850.985,871.239,859.4107248282917,2.7998660834150795,858.217,862.435,860.0047683782335,0.5100018648959487,858.936,861.032,859.9900736762629,0.3144039833346923,858.644,861.618,859.9918538023092,0.374300086752637,269.274,296.946,283.57901868180045,9.503072109614761,268.981,289.754,279.60780610902714,6.570524184484289,331.593,332.255,331.95307733339826,0.10897051939232207,331.957,332.487,332.2704360598237,0.09498380127498084,45426,14,45440,0.031,안정,1,1
116324,97.8969,101.508,100.00224530994824,0.3719394412642269,98.8226,100.963,100.00107104706261,0.24169371816309984,64.202,66.605,65.47435219561567,0.48168664757221225,0.423543,0.473562,0.44994354343492426,0.0028320201927323125,851.458,870.864,859.7347284123844,2.005442510899968,858.088,861.831,859.9890564577344,0.3370163271156307,859.069,861.341,859.9936322714204,0.2466832308270506,858.332,861.431,860.0005924021807,0.29151698385382285,268.891,297.332,283.831056379822,9.612291972932825,268.554,290.995,279.8057164347326,6.7685701195240275,331.563,332.295,331.91717227167817,0.10506286736377518,331.992,332.75,332.4448728866193,0.14785371382473392,90902,10,90912,0.011,안정,1,1
116413,98.1414,101.755,99.96515167633784,0.5777292268377326,98.4974,101.3235,100.0040551499033,0.44341495625097227,65.7213,66.8778,66.20082790135396,0.2481524369974714,0.439367,0.474863,0.4501997003546099,0.0030361071280741035,850.797,870.978,860.1332302048057,3.381551345456418,858.416,861.846,859.9790847840103,0.4793307104052786,859.36,860.891,860.0081559729164,0.2722649690541421,858.789,861.603,859.9703756046438,0.49584749574719533,269.137,297.299,282.78062455659466,9.64941813220045,270.309,288.78,280.0768429285599,6.055704285137373,331.64,332.25,331.9354872601194,0.09691719985635305,332.108,332.574,332.37254966940816,0.10639610955936445,13678,34,13712,0.248,위험,0,1
116694,98.1054,101.817,100.00045308800111,0.43044300185992085,98.3714,101.419,99.98101041334903,0.369885030161523,65.7,67.5919,66.65074839357429,0.4200105855541348,0.434224,0.467278,0.45022786744443677,0.003011174142475295,849.054,871.81,859.7583050266566,3.0563931073260475,858.446,861.269,860.0157802285319,0.4122590424687759,859.369,860.734,859.999657916609,0.21287069683255314,858.79,861.261,860.0011022506925,0.355021344402637,269.245,297.181,283.37124828636706,9.564608429213314,269.385,290.326,279.73458145814584,6.507007381550948,331.657,332.292,331.93122836172273,0.09328650985951159,332.235,332.683,332.4714183920781,0.0782176172125868,30019,6,30025,0.02,안정,1,1
116862,98.2296,102.307,99.99494791192794,0.42352074671835405,98.2153,101.656,100.01196808689718,0.37646272659524843,64.1159,66.8276,65.7395809685197,0.5656172924732183,0.431665,0.47112,0.45014571546194787,0.0030243903712892854,849.423,872.044,859.7906253923486,2.8648539129307826,857.948,862.036,860.0070660797961,0.5025367711057607,858.911,860.897,859.995320655141,0.3357448899819995,858.934,861.38,860.0012871474066,0.34739726424194495,268.95,297.17,283.7829253184713,9.61246443660662,268.996,290.318,279.5929590574106,6.623762727376677,331.347,332.19,331.848125187645,0.1274451204779102,331.817,332.787,332.44045948589627,0.22501251712346207,45471,10,45481,0.022,안정,1,1
117694,97.8472,101.754,100.00053958485721,0.33838718627736497,98.5903,101.325,100.00061290778758,0.24548539549422813,66.5857,68.3143,67.31675327944798,0.35642828096196777,0.4353615,0.465444,0.45005097429658164,0.0024742256202382705,849.109,872.325,859.4337939605988,2.2204246625559882,858.451,861.706,859.9992407709938,0.3683230751263354,859.173,860.913,860.0018359220696,0.24759839341433212,858.226,861.688,860.0022102330911,0.30897175407375566,269.374,297.403,283.87008595438954,9.558095501956585,269.139,290.877,279.8904969522602,6.602919245420477,331.444,332.145,331.8941721972985,0.08665816405888221,332.097,332.798,332.5162747866374,0.08912223511580426,89775,3,89778,0.003,안정,1,1
118005,98.3735,102.151,100.0263673943884,0.3816896451987052,99.2881,101.487,100.03559384482011,0.24569891698524218,65.1787,67.6462,66.77116994522599,0.43706184795485814,0.00509637,0.466436,0.4241447194818142,0.09594044388028067,848.837,870.078,859.5298996689786,2.4375508379333186,858.756,866.034,860.1842477440202,0.8856707154082817,859.133,870.119,860.3090968987666,1.3155789739193833,858.277,882.148,860.7151730503999,3.3884155454843543,269.111,297.175,283.5886449540923,9.68308400238113,268.75,290.918,279.84100987114317,6.909130484786812,331.21,332.154,331.85313370374746,0.1845679640676421,331.712,332.976,332.5954305643127,0.28245025796179196,59854,4,59858,0.007,안정,1,1
118664,98.9866,101.771,100.0355935235732,0.4465761420923322,99.4982,101.441,100.093497234827,0.30065156144584776,62.4645,66.4857,64.98726646933711,1.050016100072721,0.438499,0.459605,0.4500130937610776,0.0019558290624495677,849.511,871.205,859.4931769230769,2.81615747578234,857.286,862.259,860.0245238230289,0.583391235677067,858.969,861.257,860.0185133995037,0.34524437215950166,858.83,861.414,860.0183585761895,0.30020734799918464,268.589,296.619,283.89703243760636,9.542502160983469,269.222,290.226,279.6138607231478,6.489017477130087,331.563,332.327,331.9495826657214,0.11604020298574703,331.925,332.453,332.2535226176971,0.10371196227272424,29880,1,29881,0.003,안정,1,1
118674,98.441,100.945,99.99043997486119,0.30911951751872696,98.2491,100.696,99.97799936867989,0.26545364446088676,65.2703,67.6473,66.7197345770251,0.4865705502484921,0.439765,0.463183,0.45006738353269427,0.001873621585854472,852.343,865.771,859.3942658369479,1.7649041615398617,858.867,861.296,859.9983371691441,0.30897004338242695,859.208,860.612,860.0051934583828,0.1864974846404537,859.095,860.828,860.0012219536451,0.2241854421624657,268.386,296.923,283.18893553689327,9.667909636964204,268.649,290.476,279.47094970716614,6.593602996213443,331.715,332.314,332.01163632093716,0.0865817559374879,332.107,332.532,332.32313049063487,0.062263473678715854,75695,30,75725,0.04,위험,0,1
118961,97.9762,101.793,99.99032892005437,0.5321455080071987,98.6342,101.328,100.03340326207834,0.41409122000740567,66.9616,68.2704,67.72356398666172,0.250581463105755,0.444578,0.456299,0.45016497221193036,0.001378767520276278,847.302,872.085,859.3182876373966,3.8345049211972175,856.905,862.62,859.9934903656127,0.8036818059677977,858.354,861.272,859.9961538746755,0.435162398244822,858.791,861.891,859.996935376251,0.4014070560592393,269.191,297.065,284.2312871525633,9.682601533914834,269.27,290.386,279.86404866600793,6.960610794417015,331.857,332.334,332.08199209583796,0.08490030445405952,332.067,332.507,332.29955495862663,0.0679238427351636,18356,2,18358,0.011,안정,1,1
119202,98.4645,102.019,100.02292799190963,0.43026952143601327,98.2392,101.446,100.01625977331705,0.4362082259296832,66.723,68.2611,67.59506609296291,0.30221181875670033,0.441359,0.461047,0.4502647934284842,0.002201266614607279,851.061,870.86,859.3902096659288,2.8810339449058944,857.824,862.539,860.0143863150663,0.5849791466443305,858.875,861.091,860.0036765379332,0.3087306198227869,858.705,861.304,860.0018002976645,0.312830525392978,269.068,297.063,283.7625805220577,9.560041681317246,269.973,289.393,279.72355896046406,6.487853320343942,331.632,332.287,332.0331950083957,0.1044676494957393,331.843,332.477,332.22925267134787,0.13416672593838763,27498,8,27506,0.029,안정,1,1
119208,97.8522,101.742,99.9359313545466,0.6633187629358249,98.2127,101.302,99.93588540513338,0.5778253352880566,66.5274,67.8695,67.32824832033215,0.2799781902548696,0.441799,0.461952,0.4506561632499057,0.0025494705458513375,847.048,870.542,859.1317942508492,3.7633021038784893,857.088,862.538,860.0058905169161,0.8091185549910932,858.548,861.317,860.0048473776884,0.4439130833168256,858.63,861.403,859.9990779776128,0.4229488438151968,269.092,297.251,283.70635517544963,9.709069203416451,270.817,288.911,279.7680623192051,6.083780159751564,331.728,332.333,332.05659464218337,0.1047160329234668,331.954,332.366,332.1767853100239,0.0772706539723914,14924,7,14931,0.047,위험,0,0
119448,98.1059,101.432,100.0058367282169,0.41086383552920536,98.5708,101.167,100.01967696348984,0.3137692902295876,67.2108,68.9715,68.10148390338496,0.33344205397383603,0.442353,0.460924,0.4503411616576742,0.002098781549160379,848.842,870.171,859.1796684091356,2.7011607482264157,857.646,862.179,860.0045082693443,0.51778464457767,858.661,861.231,860.0012803826016,0.30971942316344264,858.815,861.399,860.0057934028711,0.2925197001123279,269.164,297.056,283.7126250857007,9.530679987206488,269.487,290.813,279.9010333476533,6.5695592148471444,331.659,332.302,331.98120440407786,0.0956275523078414,331.771,332.461,332.1654055169235,0.12087084449455483,74700,7,74707,0.009,안정,1,1
119662,97.3421,102.469,100.0391679802018,0.6499210329612076,98.2823,101.202,100.01024749349578,0.42955512214175434,68.0376,69.7698,69.21102220635827,0.2814345645673705,0.294889,0.462243,0.4105184056412209,0.06172018970735982,849.608,871.655,859.6157682276794,2.7062407117257403,858.089,862.464,860.0319459991117,0.5232506412484963,858.914,861.076,860.0000812551558,0.3183216248604954,858.428,861.02,860.0049403401879,0.3190409663427886,269.663,297.646,284.13944967316115,9.604488916571338,269.55,290.716,279.89830679149475,6.841652448996103,331.407,332.33,331.92303842980454,0.17092545240909962,331.158,332.455,332.0545337584872,0.37684366792218055,15286,7,15293,0.046,위험,0,1
120395,98.4405,101.68,100.00628426042984,0.5204864729509583,99.046,100.997,99.99528074944413,0.3320383033279983,65.4581,67.0821,66.29821207559509,0.3837067239568793,0.428592,0.477786,0.45053969284655626,0.004990949716514751,850.58,871.803,858.9843894798024,3.679164674218585,857.703,862.618,859.993208456844,0.7571179370960514,858.528,861.244,859.9768504402789,0.45267552226828245,858.227,861.065,859.997223027463,0.43527950726411446,269.097,297.109,283.7884387242081,9.693215542566438,269.698,290.378,280.0018573141487,6.245996654340942,331.544,332.311,331.9863473234525,0.10376068332414312,331.883,332.518,332.29374049258934,0.07829288757978416,45457,4,45461,0.009,안정,1,1
120492,98.2272,101.754,99.99034343684761,0.7580546752055123,98.1443,101.475,100.00336747357431,0.7515844445515453,65.7241,67.1706,66.51198683455114,0.3057232553495487,0.433865,0.47105,0.450311871868476,0.0038742588837732453,848.6,871.348,859.0739424507374,4.022555970188446,857.132,862.322,860.0118541693853,0.8272425988287935,858.521,861.393,860.0670048936447,0.5652877902183485,858.988,861.586,860.0083365309318,0.48302315003005547,269.245,297.011,283.66712356471817,9.594384425647785,269.345,290.003,279.2672573423835,7.112991168294523,331.614,332.308,331.93340745820274,0.12095113111546031,331.777,332.485,332.14821049197445,0.13376891107756636,14250,9,14259,0.063,위험,0,1
120867,98.9845,101.864,100.01088782970719,0.2984736249325443,99.1979,101.32,100.01983670441264,0.21743224133856176,65.7853,68.4028,67.2411989108416,0.5076375108934875,0.43121,0.4811,0.4502952258420409,0.0036671144487667893,852.421,869.935,859.4076865080409,2.0569182605022016,858.431,862.222,860.0045835310831,0.37781514175863345,858.912,860.96,860.0075794901476,0.23020249585269378,858.676,861.997,860.00210700286,0.30664701532559735,269.325,297.571,283.7535755351521,9.578881908028636,269.768,289.954,280.0830970552384,6.3373385358124805,331.677,332.423,332.0412201599537,0.10444557668130233,332.02,332.723,332.4264227065849,0.11996058267089262,87704,33,87737,0.038,위험,0,1
121210,98.2038,102.154,99.9981676247469,0.4772588838770177,98.0279,101.347,100.01157852701218,0.3421832993601943,65.5628,67.3899,66.53010279810186,0.3898089022587908,0.424417,0.4847125,0.4503317607895973,0.00459928889899388,849.968,869.285,858.9681742872282,2.6262536475472587,857.015,862.984,859.9971403422239,0.5855507724115315,858.288,861.563,860.0032602152926,0.3453279069415135,858.245,861.39,859.9994695956739,0.3669384546272527,269.297,297.594,283.83541030256276,9.607489905954896,269.275,291.107,279.81878977511803,6.23135070031518,331.547,332.369,331.97196880478737,0.11371511973636378,331.879,332.618,332.39099157630744,0.11485605880473436,89797,16,89813,0.018,안정,1,1
122221,98.0944,101.748,100.00260455089104,0.46921673760383326,98.0769,101.39,100.00114514304167,0.38379380603107216,64.1195,66.6615,65.47986422915919,0.5282587982469678,0.433237,0.471632,0.45015093584979105,0.003362683029639652,841.402,873.433,858.504692721824,4.744611417394338,856.798,861.919,860.0053204969502,0.7008500769773025,858.601,861.399,859.9963073362675,0.41395143261559514,858.762,861.316,859.999214401043,0.3200910798615891,269.086,297.016,283.6673140659814,9.55761288278262,269.578,290.275,279.76314876538567,6.38049630816723,331.559,332.378,331.9836024981661,0.1051974317363502,332.194,332.86,332.63889730476916,0.10730123949687675,90142,17,90159,0.019,안정,1,1
